,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,QUALITY,type,rangeofquality
1396,3.14,1.47,2.53,2.1,0.71,0.17,0.41,1.77,5.58,3.37,5.65,6,0,Average
1397,2.81,1.67,1.99,1.7000000000000002,0.86,0.07,0.16,1.71,3.95,4.94,2.9,8,0,Good
1398,3.47,2.8,2.35,3.1,1.21,0.38,0.92,2.2,5.5,2.25,3.91,6,0,Average
1399,3.22,1.33,1.81,2.1,0.88,0.59,0.65,1.56,4.34,3.82,4.78,7,0,Average
1400,3.64,1.07,2.05,6.8999999999999995,0.88,0.24,0.37,1.98,3.88,4.04,4.2,6,0,Average
1401,1.82,2.87,0.0,2.3000000000000003,0.91,1.35,1.11,1.52,6.36,3.99,3.91,6,0,Average
1402,3.55,1.4,2.17,2.5,0.65,1.18,1.08,1.52,4.26,4.44,6.38,7,0,Average
1403,1.82,2.87,0.0,2.3000000000000003,0.91,1.35,1.11,1.52,6.36,3.99,3.91,6,0,Average
1404,2.31,5.87,0.0,1.7999999999999998,1.21,0.14,0.23,1.25,6.05,1.24,5.65,6,0,Average
1405,2.15,2.6,2.41,2.8000000000000003,1.03,0.24,0.3,1.77,6.51,2.87,3.77,6,0,Average
1406,3.64,1.07,2.05,6.8999999999999995,0.88,0.24,0.37,1.98,3.88,4.04,4.2,6,0,Average
1407,5.04,3.27,1.51,2.1,1.58,0.38,1.91,1.77,2.48,3.82,3.04,5,0,Poor
1408,5.12,1.6,3.55,2.5,1.13,0.07,0.21,2.37,3.72,3.15,2.32,5,0,Poor
1409,1.98,3.33,0.0,1.5,0.93,0.24,0.28,1.83,6.51,3.48,2.03,5,0,Poor
1410,5.12,1.6,3.55,2.5,1.13,0.07,0.21,2.37,3.72,3.15,2.32,5,0,Poor
1411,2.89,1.73,1.99,2.9,0.91,0.69,0.71,1.56,4.88,3.09,5.94,7,0,Average
1412,3.31,3.0,0.06,1.5,1.13,0.07,0.3,1.52,3.41,1.35,2.61,5,0,Poor
1413,3.22,3.73,1.27,2.5,1.13,1.08,2.93,1.64,4.26,1.29,2.75,5,0,Poor
1414,3.31,3.0,0.06,1.5,1.13,0.07,0.3,1.52,3.41,1.35,2.61,5,0,Poor
1415,3.06,2.13,1.08,1.5,1.16,0.8,1.2,1.81,4.81,2.02,2.03,5,0,Poor
1416,2.64,3.07,0.0,2.3000000000000003,1.16,1.32,1.13,1.64,5.19,3.48,4.93,6,0,Average
1417,2.15,3.0,0.54,5.1,1.89,0.45,0.58,1.87,6.05,2.53,4.35,4,0,Poor
1418,3.72,1.2,2.23,1.2,1.11,0.24,0.39,1.98,4.19,2.7,2.32,6,0,Average
1419,3.72,1.2,2.23,1.2,1.11,0.24,0.39,1.98,4.19,2.7,2.32,6,0,Average
1420,3.22,1.0,2.23,1.7999999999999998,0.61,0.76,1.24,1.93,5.35,2.75,5.94,6,0,Average
1421,3.14,2.2,1.99,2.9,1.15,0.17,0.39,1.66,4.5,2.02,4.64,5,0,Poor
1422,3.31,3.73,0.0,2.0,1.05,0.9,1.13,1.75,4.57,2.3,4.35,5,0,Poor
1423,3.39,0.67,2.41,2.5,0.66,1.28,1.41,1.71,4.73,3.99,4.78,5,0,Poor
1424,2.98,2.2,1.45,1.7999999999999998,0.95,0.59,0.94,1.64,5.04,2.25,3.48,5,0,Poor
1425,3.14,2.33,1.87,2.3000000000000003,1.0,0.42,1.57,1.68,4.19,1.8,2.75,6,0,Average
1426,1.74,2.4,0.0,1.5,0.55,0.07,0.12,1.41,5.89,3.54,5.36,6,0,Average
1427,1.9,2.13,0.96,1.7999999999999998,1.0,0.35,0.44,1.62,5.43,2.92,3.04,7,0,Average
1428,5.29,3.07,2.23,22.7,3.41,1.88,2.05,3.2,3.57,3.09,1.45,6,0,Average
1429,5.29,3.07,2.23,22.7,3.41,1.88,2.05,3.2,3.57,3.09,1.45,6,0,Average
1430,5.12,2.0,2.29,1.5,2.66,0.9,1.94,2.32,3.33,2.42,0.72,5,0,Poor
1431,2.48,5.57,1.75,6.4,1.01,0.49,0.76,1.67,6.28,1.8,4.49,5,0,Poor
1432,2.64,3.4,0.0,1.7000000000000002,0.71,0.07,0.05,1.71,5.35,1.4,3.33,5,0,Poor
1433,2.89,3.93,0.12,2.5,1.05,1.04,1.98,1.65,4.65,2.58,4.44,6,0,Average
1434,2.81,1.93,1.93,2.1,0.88,0.49,0.51,1.46,3.95,2.87,4.78,7,0,Average
1435,2.98,4.7,1.14,7.1,1.41,0.62,2.12,1.93,3.41,1.69,2.27,6,0,Average
1436,2.56,3.67,0.12,2.0,1.15,0.59,0.55,1.93,5.27,2.98,2.61,5,0,Poor
1437,2.56,3.33,1.2,1.7999999999999998,0.81,0.24,0.37,1.18,5.12,1.52,5.36,5,0,Poor
1438,2.89,3.93,0.12,2.5,1.05,1.04,1.98,1.65,4.65,2.58,4.49,6,0,Average
1439,2.98,4.7,1.14,7.1,1.41,0.62,2.12,1.93,3.41,1.69,2.32,6,0,Average
1440,2.56,3.67,0.12,2.0,1.15,0.59,0.55,1.93,5.27,2.98,2.61,5,0,Poor
1441,2.48,3.93,0.0,2.0,1.18,0.73,0.76,1.91,5.27,2.92,2.46,5,0,Poor
1442,2.56,3.33,0.06,2.0,1.18,1.35,1.11,1.87,5.27,2.87,2.46,5,0,Poor
1443,2.81,2.0,1.87,2.1,0.78,0.49,0.53,1.47,3.95,3.03,4.78,8,0,Good
1444,2.81,1.93,1.93,2.1,0.88,0.49,0.51,1.46,3.95,2.87,4.78,7,0,Average
1445,3.31,1.6,2.65,3.2,1.58,0.24,0.25,1.97,4.73,3.15,4.35,7,0,Average
1446,2.31,3.33,0.12,2.1,0.88,1.25,1.08,1.28,4.88,3.03,5.22,7,0,Average
1447,3.14,2.73,1.99,2.0,1.08,0.9,1.82,1.92,5.35,2.02,1.45,5,0,Poor
1448,6.53,2.47,3.8,2.5,1.06,0.21,0.39,2.43,3.8,2.64,4.2,6,0,Average
1449,2.23,5.47,0.0,1.5,0.71,0.28,0.25,1.46,6.05,2.3,4.2,6,0,Average
1450,1.82,3.07,0.36,1.7999999999999998,0.68,1.28,1.91,1.01,4.5,1.57,3.7,6,0,Average
1451,3.14,2.73,1.99,2.0,1.08,0.9,1.82,1.92,5.35,2.02,1.45,5,0,Poor
1452,3.8,1.4,2.41,1.7000000000000002,0.96,0.24,0.32,1.72,5.19,2.13,3.62,5,0,Poor
1453,3.39,0.8,2.11,1.7000000000000002,0.75,0.21,0.21,1.44,4.65,3.26,5.65,7,0,Average
1454,2.15,2.27,0.54,2.6,0.75,1.15,1.34,1.95,5.35,2.58,3.48,6,0,Average
1455,1.98,4.7,0.0,2.3000000000000003,0.85,0.17,0.16,1.84,6.74,2.19,2.9,4,0,Poor
1456,2.48,3.73,0.18,2.6,1.1,0.45,0.58,1.61,4.96,2.02,3.48,6,0,Average
1457,2.56,3.67,0.06,2.8000000000000003,1.11,0.45,0.76,1.56,4.81,1.74,4.06,6,0,Average
1458,2.48,3.4,0.6,1.7000000000000002,0.9,1.15,1.08,1.68,5.35,2.53,2.46,5,0,Poor
1459,2.48,3.4,0.6,1.7000000000000002,0.9,1.15,1.08,1.68,5.35,2.53,2.46,5,0,Poor
1460,2.89,2.67,1.93,2.3000000000000003,0.88,1.04,1.11,1.96,4.5,2.42,2.9,7,0,Average
1461,2.4,6.4,0.48,2.6,0.96,0.62,0.6,1.81,6.2,1.97,4.35,4,0,Poor
1462,2.89,2.67,1.93,2.3000000000000003,0.88,1.04,1.11,1.96,4.5,2.42,2.9,7,0,Average
1463,2.89,6.0,0.3,2.3000000000000003,0.86,0.66,0.99,1.92,4.57,1.85,2.46,3,0,Poor
1464,5.12,4.07,0.66,1.2,1.25,0.24,0.41,1.67,1.24,1.4,2.46,5,0,Poor
1465,2.4,4.13,0.48,4.8,0.96,0.24,0.23,1.2,5.5,1.69,6.67,5,0,Poor
1466,3.14,1.8,3.61,3.1,1.06,0.76,0.88,1.82,5.12,3.2,4.49,6,0,Average
1467,1.9,3.47,0.48,1.7999999999999998,1.03,0.45,0.9,1.2,5.12,1.8,4.35,5,0,Poor
1468,5.04,2.8,3.01,20.2,3.26,1.63,1.75,2.95,3.41,2.98,1.16,5,0,Poor
1469,1.24,2.6,0.66,2.5,0.65,0.52,1.91,0.91,6.36,3.71,8.07,7,0,Average
1470,5.04,2.8,3.01,20.2,3.26,1.63,1.75,2.95,3.41,2.98,1.16,5,0,Poor
1471,1.24,2.6,0.66,2.5,0.65,0.52,1.91,0.91,6.36,3.71,8.12,7,0,Average
1472,2.73,5.3,0.3,7.800000000000001,1.21,0.07,0.18,2.11,5.27,1.69,3.19,3,0,Poor
1473,3.64,1.33,3.61,3.7,1.58,0.31,0.37,2.15,5.19,2.58,3.77,5,0,Poor
1474,1.49,3.6,0.18,1.4000000000000001,1.18,0.17,0.16,1.52,7.29,2.25,3.04,4,0,Poor
1475,3.64,1.33,3.61,3.7,1.58,0.31,0.37,2.15,5.19,2.58,3.77,5,0,Poor
1476,2.81,3.33,3.25,2.3000000000000003,1.74,0.07,0.07,1.94,4.73,1.97,3.33,4,0,Poor
1477,3.55,1.67,2.65,1.4000000000000001,0.55,0.17,0.14,1.6,4.88,2.19,3.91,5,0,Poor
1478,2.48,5.53,0.36,2.1,0.85,0.1,0.12,1.7,6.28,2.36,4.2,4,0,Poor
1479,2.64,3.83,0.96,2.3000000000000003,1.08,0.24,0.44,1.73,5.04,1.85,2.46,5,0,Poor
1480,2.48,4.0,1.27,2.3000000000000003,1.01,0.28,0.39,1.61,5.12,2.13,3.33,5,0,Poor
1481,1.82,3.73,0.3,2.0,0.95,0.28,0.25,1.51,6.2,3.15,3.77,5,0,Poor
1482,1.49,3.07,0.24,1.7000000000000002,0.66,0.14,0.16,1.37,7.75,2.02,4.93,5,0,Poor
1483,1.98,3.27,0.6,2.3000000000000003,0.65,0.1,0.12,1.42,5.58,3.03,4.06,6,0,Average
1484,2.73,0.93,2.95,1.7999999999999998,0.5,0.24,0.28,1.22,5.19,1.91,6.38,6,0,Average
1485,1.49,3.07,0.24,1.7000000000000002,0.66,0.14,0.16,1.37,7.75,2.02,4.93,5,0,Poor
1486,1.98,3.8,0.36,1.5,0.68,0.17,0.28,1.23,6.59,1.8,5.72,5,0,Poor
1487,3.22,3.07,1.57,2.0,1.33,0.76,3.25,1.78,4.19,2.08,2.46,5,0,Poor
1488,2.15,1.53,0.54,1.2,0.95,0.49,0.51,1.44,5.43,2.7,2.9,7,0,Average
1489,2.64,2.33,0.12,2.0,1.18,0.49,0.51,1.51,4.88,3.31,3.77,6,0,Average
1490,3.22,3.07,1.57,2.0,1.33,0.76,3.25,1.78,4.19,2.08,2.46,5,0,Poor
1491,2.56,4.4,0.18,2.6,0.75,0.21,0.23,1.54,5.66,2.3,5.07,6,0,Average
1492,2.31,5.43,0.24,2.6,0.98,0.21,0.16,1.68,6.28,2.02,4.06,6,0,Average
1493,2.56,4.4,0.18,2.6,0.75,0.21,0.23,1.54,5.66,2.3,5.07,6,0,Average
1494,3.06,4.3,0.24,1.4000000000000001,1.11,0.24,0.21,1.54,4.19,1.74,2.32,5,0,Poor
1495,3.31,4.93,1.75,5.699999999999999,1.23,0.69,1.34,1.79,3.41,1.74,2.03,5,0,Poor
1496,2.89,3.37,1.08,2.8000000000000003,1.15,0.49,1.24,1.79,4.57,1.8,2.61,5,0,Poor
1497,1.98,2.4,2.35,2.9,1.13,0.17,0.18,1.63,6.12,2.64,4.35,6,0,Average
1498,3.06,2.0,3.43,2.6,1.61,0.14,0.14,1.72,4.96,1.85,4.93,6,0,Average
1499,2.4,4.53,0.12,1.7999999999999998,1.15,0.17,0.14,1.71,6.43,2.3,2.83,3,0,Poor
1500,2.48,4.87,0.3,2.1,1.01,0.17,0.18,1.64,6.12,2.47,4.06,6,0,Average
1501,3.06,2.0,3.43,2.6,1.61,0.14,0.14,1.72,4.96,1.85,4.93,6,0,Average
1502,2.73,1.27,3.61,2.3000000000000003,1.08,0.56,0.44,2.13,5.12,2.81,3.77,6,0,Average
1503,3.39,0.67,2.41,1.7999999999999998,0.88,0.21,0.32,1.35,4.34,2.7,4.49,5,0,Poor
1504,2.15,1.87,1.27,2.5,0.63,0.87,0.97,1.83,5.81,3.09,2.46,6,0,Average
1505,2.73,4.07,0.24,2.3000000000000003,0.98,0.62,0.48,1.93,5.58,2.53,2.61,5,0,Poor
1506,2.15,4.73,0.24,2.5,0.86,0.35,0.25,1.69,6.28,2.42,3.48,6,0,Average
1507,2.15,3.2,0.9,1.7999999999999998,1.15,0.56,1.36,1.12,4.73,2.13,3.62,6,0,Average
1508,2.56,5.07,1.27,5.4,1.08,0.52,1.36,2.18,6.28,2.81,1.79,6,0,Average
1509,2.56,5.07,1.27,5.4,1.08,0.52,1.36,2.18,6.28,2.81,1.81,6,0,Average
1510,1.9,1.6,1.51,2.6,1.03,0.76,1.2,1.78,5.43,4.21,3.77,5,0,Poor
1511,2.23,3.0,0.36,2.1,0.9,0.97,0.88,1.5,5.12,3.43,3.33,6,0,Average
1512,2.98,2.6,2.77,2.5,1.74,0.21,0.32,1.8,4.65,2.3,3.62,5,0,Poor
1513,2.31,4.13,0.48,3.1,1.61,0.45,0.48,1.84,5.58,2.02,3.19,5,0,Poor
1514,2.23,3.0,0.36,2.1,0.9,0.97,0.88,1.5,5.12,3.43,3.33,6,0,Average
1515,2.56,2.67,1.2,2.0,1.21,0.28,0.39,1.68,5.19,1.18,1.52,4,0,Poor
1516,1.9,1.6,1.51,2.6,1.03,0.76,1.2,1.78,5.43,4.21,3.77,5,0,Poor
1517,2.48,2.67,1.51,2.1,1.11,0.97,1.27,1.58,4.81,2.13,3.48,5,0,Poor
1518,1.82,2.27,1.14,2.1,1.1,0.73,0.94,1.56,5.19,3.15,2.9,6,0,Average
1519,2.4,2.67,0.48,2.3000000000000003,0.91,0.59,0.65,1.62,4.73,2.36,2.46,5,0,Poor
1520,2.48,2.6,0.48,2.5,0.91,0.59,0.74,1.62,4.5,2.42,2.32,6,0,Average
1521,2.73,3.0,0.42,1.7000000000000002,1.03,0.49,0.41,1.54,4.42,2.47,4.06,6,0,Average
1522,3.39,1.4,2.95,2.5,1.45,0.69,1.22,1.93,4.57,2.53,3.04,6,0,Average
1523,2.73,4.07,0.48,2.3000000000000003,0.9,1.42,1.06,1.73,5.43,2.13,3.19,6,0,Average
1524,2.31,2.4,0.54,2.5,0.9,0.28,0.28,1.41,5.43,2.64,4.78,6,0,Average
1525,1.9,4.17,0.6,3.4000000000000004,1.2,0.42,0.51,1.77,6.82,2.47,3.19,5,0,Poor
1526,2.81,3.0,0.78,2.1,0.81,0.59,0.37,1.66,3.8,2.58,2.75,6,0,Average
1527,3.47,2.07,1.81,2.0,1.08,1.08,1.8,1.94,5.19,2.19,1.45,5,0,Poor
1528,2.31,3.2,0.84,2.8000000000000003,0.91,0.42,0.53,1.32,5.43,2.25,5.36,7,0,Average
1529,2.64,3.13,0.78,2.5,1.1,0.49,0.67,1.69,4.96,2.08,2.46,6,0,Average
1530,1.9,3.0,0.48,2.0,1.13,0.8,0.9,1.58,6.82,2.58,3.33,6,0,Average
1531,1.32,3.33,0.48,2.0,0.83,0.66,0.58,1.49,6.05,2.36,3.19,6,0,Average
1532,1.98,3.73,0.54,2.9,1.2,0.49,0.46,1.59,6.59,2.3,5.8,5,0,Poor
1533,2.81,2.07,1.93,1.7999999999999998,0.93,1.15,1.24,1.93,5.74,3.15,2.75,5,0,Poor
1534,1.98,2.93,0.48,5.8,1.03,0.35,0.6,1.8,6.51,2.3,5.22,6,0,Average
1535,2.98,1.13,1.75,2.5,0.75,0.62,0.99,1.84,5.27,3.03,4.2,7,0,Average
1536,2.4,5.17,0.12,2.0,0.91,0.97,0.74,1.47,4.5,1.91,3.99,6,0,Average
1537,6.03,2.4,2.53,2.5,0.91,0.45,0.3,2.02,4.11,1.97,3.48,6,0,Average
1538,3.8,1.93,2.59,2.6,0.9,0.38,0.3,1.62,3.49,3.31,4.64,7,0,Average
1539,2.23,3.67,1.99,1.7999999999999998,0.83,0.52,0.51,1.58,4.96,2.36,3.04,6,0,Average
1540,2.64,3.27,0.12,2.1,1.05,0.56,0.46,1.67,4.96,2.19,3.19,5,0,Poor
1541,2.07,3.47,0.6,1.5,0.65,0.38,0.46,1.15,6.43,1.63,5.94,5,0,Poor
1542,6.12,2.13,3.01,2.1,1.5,0.62,1.01,2.07,2.95,2.02,3.48,5,0,Poor
1543,2.98,1.87,1.81,1.7999999999999998,1.08,0.56,0.41,1.36,4.03,2.7,4.93,8,0,Good
1544,2.73,4.0,0.0,2.6,1.3,0.56,0.46,2.07,5.66,1.74,2.17,5,0,Poor
1545,2.73,3.93,0.0,2.6,1.23,0.59,0.48,2.04,5.58,1.8,2.03,5,0,Poor
1546,2.07,4.0,0.06,4.8,1.56,1.08,1.11,1.69,6.12,2.47,4.78,6,0,Average
1547,2.89,4.37,0.0,2.5,1.18,0.59,0.51,2.03,5.35,2.13,2.03,5,0,Poor
1548,2.31,5.17,0.12,2.8000000000000003,0.88,0.49,0.39,1.77,6.36,2.13,4.35,6,0,Average
1549,2.64,3.2,1.02,1.7000000000000002,0.93,0.49,0.41,1.55,5.58,2.58,3.7,7,0,Average
1550,2.31,5.33,0.24,2.5,0.95,0.38,0.32,1.78,6.28,1.91,2.75,5,0,Poor
1551,2.31,5.17,0.12,2.8000000000000003,0.88,0.49,0.39,1.77,6.36,2.13,4.35,6,0,Average
1552,2.56,3.67,1.99,9.399999999999999,3.75,2.26,2.51,2.07,3.88,1.91,2.17,5,0,Poor
1553,3.31,3.47,1.57,2.1,1.18,1.04,2.88,1.76,3.8,1.69,2.75,5,0,Poor
1554,3.31,3.47,1.57,2.1,1.18,1.04,2.88,1.76,3.8,1.69,2.75,5,0,Poor
1555,3.31,3.47,1.57,2.1,1.18,1.04,2.88,1.76,3.8,1.69,2.75,5,0,Poor
1556,2.81,4.1,0.78,2.1,1.11,0.38,0.32,1.61,4.42,1.8,3.04,5,0,Poor
1557,2.81,4.1,0.78,2.1,1.11,0.38,0.32,1.61,4.42,1.8,3.04,5,0,Poor
1558,2.81,4.1,0.78,2.1,1.11,0.38,0.32,1.61,4.42,1.8,3.04,5,0,Poor
1559,2.4,3.93,0.12,2.0,0.86,0.87,0.83,1.5,5.19,3.37,4.2,6,0,Average
1560,2.4,0.53,3.86,2.3000000000000003,0.83,0.8,1.06,1.51,4.81,2.75,4.64,6,0,Average
1561,2.81,4.1,0.78,2.1,1.11,0.38,0.32,1.61,4.42,1.8,3.04,5,0,Poor
1562,2.64,3.2,0.78,1.5,1.13,0.83,0.83,1.77,4.81,2.08,1.74,5,0,Poor
1563,1.98,2.87,0.84,2.0,0.78,0.49,0.65,1.32,5.89,1.97,5.07,6,0,Average
1564,2.15,1.87,3.19,2.5,3.67,0.62,0.67,1.21,5.04,3.99,6.38,6,0,Average
1565,2.15,2.0,0.84,2.5,0.48,0.49,0.44,1.55,5.58,2.42,4.49,6,0,Average
1566,2.89,4.07,1.93,2.5,1.0,1.18,2.26,1.78,4.73,1.63,2.17,5,0,Poor
1567,1.82,3.33,1.2,2.8000000000000003,1.1,0.49,1.01,1.46,6.67,2.53,6.52,6,0,Average
1568,1.49,1.53,4.7,20.4,1.08,0.76,1.98,1.86,5.19,1.46,3.62,6,0,Average
1569,3.06,2.93,2.41,2.5,0.85,0.38,0.32,1.47,4.19,2.36,5.51,6,0,Average
1570,3.47,1.47,3.8,1.5,1.2,0.52,0.53,1.69,4.5,3.15,4.06,6,0,Average
1571,1.98,4.13,0.9,6.8999999999999995,1.11,0.42,0.48,1.76,6.36,2.13,5.65,6,0,Average
1572,2.48,3.93,0.9,1.7999999999999998,1.81,0.42,0.32,1.6,5.43,2.53,4.78,6,0,Average
1573,1.98,3.2,0.54,1.7000000000000002,0.73,0.8,0.6,1.33,6.36,2.13,4.78,5,0,Poor
1574,2.98,1.8,1.99,2.8000000000000003,0.98,0.28,0.46,1.46,4.96,2.13,5.65,6,0,Average
1575,1.98,3.2,0.54,1.7000000000000002,0.73,0.8,0.6,1.33,6.36,2.13,4.78,5,0,Poor
1576,1.9,4.23,0.6,3.1,0.73,0.42,0.48,1.26,6.59,1.57,5.65,5,0,Poor
1577,1.98,2.53,1.75,2.3000000000000003,1.08,1.08,2.12,1.67,4.73,2.25,2.61,5,0,Poor
1578,2.4,1.6,2.65,2.8000000000000003,0.86,0.8,0.65,1.49,4.42,3.26,5.22,7,0,Average
1579,2.81,2.07,2.65,3.1,0.95,0.73,0.97,1.51,4.5,3.48,5.07,6,0,Average
1580,3.06,1.53,2.47,2.8000000000000003,0.93,1.15,1.24,1.51,4.81,3.54,4.93,6,0,Average
1581,1.65,3.53,0.66,1.7999999999999998,0.95,0.59,0.51,1.49,6.43,2.47,4.2,6,0,Average
1582,2.81,3.87,1.99,2.9,0.98,1.15,2.21,1.36,4.26,3.15,6.96,6,0,Average
1583,2.31,4.3,1.2,11.0,1.06,0.97,1.68,2.04,4.42,1.8,1.74,5,0,Poor
1584,2.07,3.13,0.9,1.7999999999999998,1.13,0.87,0.67,1.16,4.65,3.37,5.22,6,0,Average
1585,1.32,4.4,0.54,1.7000000000000002,1.33,0.52,0.46,1.33,7.36,1.91,5.22,6,0,Average
1586,2.07,2.87,0.78,2.6,1.11,0.97,0.78,1.66,5.43,2.98,4.35,6,0,Average
1587,2.48,3.6,0.48,2.0,0.98,0.94,0.74,1.81,5.43,3.37,2.17,6,0,Average
1588,1.98,3.47,0.48,2.1,1.35,1.08,0.88,1.5,5.66,2.02,3.62,5,0,Poor
1589,1.74,3.13,0.6,2.5,0.88,1.32,1.04,1.54,6.2,3.03,4.64,6,0,Average
1590,2.07,2.87,0.78,2.6,1.11,0.97,0.78,1.66,5.43,2.98,4.35,6,0,Average
1591,1.74,3.77,0.72,2.1,1.1,1.08,0.88,1.61,6.59,2.75,3.19,5,0,Poor
1592,1.82,1.53,2.83,4.6000000000000005,0.96,0.59,0.83,1.62,5.19,2.47,4.35,6,0,Average
1593,2.64,1.27,2.17,30.8,0.6,1.53,3.78,2.68,2.17,1.29,1.16,6,1,Average
1594,2.07,1.47,2.05,1.5,0.66,0.45,2.9,1.33,4.5,1.52,2.17,6,1,Average
1595,3.55,1.33,2.41,9.7,0.68,1.01,2.1,1.54,4.19,1.24,3.04,6,1,Average
1596,2.81,1.0,1.93,12.1,0.81,1.6,4.15,1.64,3.64,1.01,2.75,6,1,Average
1597,2.81,1.0,1.93,12.1,0.81,1.6,4.15,1.64,3.64,1.01,2.75,6,1,Average
1598,3.55,1.33,2.41,9.7,0.68,1.01,2.1,1.54,4.19,1.24,3.04,6,1,Average
1599,1.98,1.6,0.96,9.8,0.6,1.01,3.0,1.5,3.57,1.4,2.32,6,1,Average
1600,2.64,1.27,2.17,30.8,0.6,1.53,3.78,2.68,2.17,1.29,1.16,6,1,Average
1601,2.07,1.47,2.05,1.5,0.66,0.45,2.9,1.33,4.5,1.52,2.17,6,1,Average
1602,3.55,0.93,2.59,1.4000000000000001,0.58,0.94,2.83,1.29,3.88,1.29,4.35,6,1,Average
1603,3.55,1.27,2.47,1.3,0.4,0.35,1.31,0.71,2.09,1.91,5.8,5,1,Poor
1604,3.97,1.0,2.41,5.5,0.43,0.56,2.37,1.46,3.26,1.74,2.46,5,1,Poor
1605,3.39,0.67,2.23,0.8999999999999999,0.51,0.52,1.59,0.94,3.57,2.3,4.06,5,1,Poor
1606,2.31,0.53,2.41,1.4000000000000001,0.58,1.63,3.16,0.79,6.36,1.69,6.38,7,1,Average
1607,3.72,2.27,3.73,28.599999999999998,0.51,1.39,3.82,2.52,2.02,2.53,2.46,5,1,Poor
1608,2.31,0.6,2.29,1.4000000000000001,0.38,0.94,2.44,0.83,4.11,1.85,4.93,7,1,Average
1609,2.07,2.67,0.24,0.8,0.61,1.01,2.14,1.1,4.03,0.79,2.32,6,1,Average
1610,1.98,3.87,2.89,0.8999999999999999,0.33,0.97,1.59,0.4,4.73,0.96,6.96,8,1,Good
1611,2.98,1.73,2.53,0.8,0.4,0.56,3.8,0.88,3.1,1.74,4.78,6,1,Average
1612,2.23,1.53,0.84,10.600000000000001,0.58,1.15,2.93,1.62,3.88,1.57,2.17,5,1,Poor
1613,1.98,3.87,2.89,0.8999999999999999,0.33,0.97,1.59,0.4,4.73,0.96,6.96,8,1,Good
1614,2.15,1.53,2.29,3.5,0.48,0.62,2.21,0.79,3.49,0.73,4.35,7,1,Average
1615,2.48,1.2,2.53,1.7000000000000002,0.66,1.39,2.67,1.14,5.81,1.46,3.62,8,1,Good
1616,3.14,3.93,0.84,1.4000000000000001,1.08,0.83,3.73,1.27,2.56,1.63,1.88,5,1,Poor
1617,2.31,1.27,2.47,1.1,0.71,0.52,3.13,1.54,5.43,1.4,2.9,6,1,Average
1618,2.64,1.13,1.93,12.9,0.61,1.91,5.51,1.62,4.11,1.57,3.48,6,1,Average
1619,2.56,1.07,2.11,0.6,0.71,1.18,3.23,1.14,5.66,1.24,2.9,6,1,Average
1620,2.64,1.33,2.35,12.4,0.7,1.08,3.11,1.73,5.12,1.74,3.62,6,1,Average
1621,2.98,1.27,2.89,0.8,0.63,0.56,2.9,0.83,3.64,1.52,5.22,6,1,Average
1622,2.81,1.6,2.17,2.1,0.4,1.25,2.49,0.67,2.95,2.75,6.23,7,1,Average
1623,3.88,1.07,2.35,15.0,0.58,0.66,3.13,1.98,3.72,1.74,2.9,6,1,Average
1624,3.72,0.4,2.05,0.8,0.55,0.21,0.94,1.21,5.81,1.01,3.19,6,1,Average
1625,2.98,1.13,2.17,2.2,0.68,1.04,2.17,0.94,3.64,1.24,4.06,6,1,Average
1626,1.98,0.27,2.05,1.4000000000000001,0.6,1.46,2.56,1.31,5.43,1.63,1.45,6,1,Average
1627,1.65,1.27,1.2,22.0,0.58,0.73,3.99,1.75,5.04,0.84,3.19,5,1,Poor
1628,2.89,1.33,2.59,1.7000000000000002,1.18,0.69,2.7,0.65,3.64,1.12,6.96,5,1,Poor
1629,2.23,2.07,1.39,7.4,0.7,0.83,3.29,1.21,4.03,0.73,2.9,5,1,Poor
1630,2.64,1.67,1.93,0.8999999999999999,0.73,1.28,3.04,0.67,3.18,0.34,4.64,6,1,Average
1631,2.89,1.07,2.35,26.6,0.8,1.53,3.29,2.47,3.8,0.79,0.87,5,1,Poor
1632,2.89,1.07,2.35,26.6,0.8,1.53,3.29,2.47,3.8,0.79,0.87,5,1,Poor
1633,2.4,1.0,2.35,2.9,2.71,2.15,3.5,1.27,3.02,0.79,2.03,6,1,Average
1634,2.4,1.07,2.35,3.5,2.72,2.15,3.48,1.27,2.95,0.67,2.03,6,1,Average
1635,2.64,1.53,1.57,10.4,1.0,0.94,3.55,1.6,3.18,1.35,2.61,6,1,Average
1636,2.31,1.07,1.63,1.2,0.8,1.11,3.36,1.21,3.88,1.91,2.17,6,1,Average
1637,2.4,1.0,1.57,1.2,0.85,1.11,3.41,1.21,4.03,1.91,2.17,6,1,Average
1638,2.98,0.67,1.87,1.2,0.81,1.28,3.71,1.15,3.41,1.74,2.9,7,1,Average
1639,1.98,2.47,1.57,5.8,0.9,2.15,4.61,1.33,4.26,1.69,2.61,4,1,Poor
1640,1.98,2.53,1.51,5.8,0.95,2.12,4.63,1.31,4.11,1.69,2.61,5,1,Poor
1641,2.64,1.53,1.57,10.4,1.0,0.94,3.55,1.6,3.18,1.35,2.61,6,1,Average
1642,2.56,0.73,2.11,6.7,0.96,1.08,3.32,1.52,4.96,1.46,2.61,5,1,Poor
1643,2.81,0.73,1.87,1.5,0.88,1.04,3.85,0.88,4.88,1.24,5.36,6,1,Average
